ensembl_gene,module
ENSG00000113212,M1
ENSG00000169499,grey
ENSG00000180539,grey
ENSG00000102316,M1
ENSG00000258017,grey
ENSG00000152818,grey
ENSG00000165185,grey
ENSG00000103381,grey
ENSG00000113810,M8
ENSG00000232040,M4
ENSG00000178718,grey
ENSG00000139618,M8
ENSG00000128512,M1
ENSG00000164045,M8
ENSG00000236830,grey
ENSG00000143554,grey
ENSG00000158428,grey
ENSG00000059588,grey
ENSG00000104093,grey
ENSG00000237624,M4
ENSG00000130202,grey
ENSG00000141424,M2
ENSG00000258973,M11
ENSG00000087589,grey
ENSG00000116017,M20
ENSG00000257594,M14
ENSG00000272631,M1
ENSG00000196247,grey
ENSG00000227028,grey
ENSG00000130589,M15
ENSG00000172425,M13
ENSG00000188732,grey
ENSG00000242110,M21
ENSG00000272904,grey
ENSG00000178715,M5
ENSG00000213859,grey
ENSG00000103966,grey
ENSG00000198929,grey
ENSG00000119943,grey
ENSG00000163376,M8
ENSG00000079335,M7
ENSG00000116096,grey
ENSG00000171943,grey
ENSG00000170385,grey
ENSG00000154359,M2
ENSG00000245025,grey
ENSG00000185345,grey
ENSG00000184115,grey
ENSG00000237424,grey
ENSG00000282851,grey
ENSG00000018189,M2
ENSG00000153029,grey
ENSG00000166002,grey
ENSG00000250182,M5
ENSG00000183066,M4
ENSG00000173402,M12
ENSG00000067066,M15
ENSG00000164574,M5
ENSG00000226232,grey
ENSG00000188596,M4
ENSG00000232682,grey
ENSG00000269145,grey
ENSG00000149925,grey
ENSG00000149428,M16
ENSG00000182379,grey
ENSG00000078487,M4
ENSG00000175643,M8
ENSG00000180481,M4
ENSG00000076351,grey
ENSG00000273604,grey
ENSG00000134352,M1
ENSG00000042317,M4
ENSG00000205838,M4
ENSG00000119333,grey
ENSG00000276023,grey
ENSG00000235027,M27
ENSG00000100307,grey
ENSG00000157833,M2
ENSG00000126500,grey
ENSG00000162688,M12
ENSG00000124067,M1
ENSG00000140470,grey
ENSG00000187189,M2
ENSG00000128805,grey
ENSG00000134333,grey
ENSG00000144283,grey
ENSG00000158079,grey
ENSG00000119715,grey
ENSG00000141542,grey
ENSG00000203799,grey
ENSG00000108556,grey
ENSG00000101017,M5
ENSG00000203876,M4
ENSG00000128228,M16
ENSG00000185046,grey
ENSG00000259330,grey
ENSG00000102743,grey
ENSG00000151846,M5
ENSG00000131873,grey
ENSG00000243279,grey
ENSG00000171604,grey
ENSG00000188760,grey
ENSG00000167874,M11
ENSG00000260428,grey
ENSG00000096092,grey
ENSG00000167733,grey
ENSG00000248323,grey
ENSG00000204536,M3
ENSG00000204176,grey
ENSG00000236383,grey
ENSG00000143924,grey
ENSG00000070756,M5
ENSG00000186409,M4
ENSG00000214110,grey
ENSG00000149782,grey
ENSG00000198019,M10
ENSG00000197989,M5
ENSG00000243836,grey
ENSG00000177694,grey
ENSG00000171596,grey
ENSG00000162909,grey
ENSG00000008513,grey
ENSG00000126246,grey
ENSG00000189269,M4
ENSG00000179598,M4
ENSG00000198515,grey
ENSG00000264940,grey
ENSG00000274272,M20
ENSG00000238098,M4
ENSG00000215808,grey
ENSG00000241313,M1
ENSG00000100162,M8
ENSG00000127578,grey
ENSG00000130522,grey
ENSG00000240303,grey
ENSG00000233351,M1
ENSG00000187605,grey
ENSG00000213420,M7
ENSG00000130669,grey
ENSG00000112977,M16
ENSG00000178927,grey
ENSG00000181778,grey
ENSG00000188599,M2
ENSG00000137601,grey
ENSG00000260092,grey
ENSG00000129595,grey
ENSG00000186105,grey
ENSG00000137628,grey
ENSG00000153815,grey
ENSG00000235501,M1
ENSG00000172301,M4
ENSG00000114423,grey
ENSG00000157734,M16
ENSG00000196407,grey
ENSG00000198574,grey
ENSG00000100577,grey
ENSG00000119655,grey
ENSG00000196693,grey
ENSG00000203999,grey
ENSG00000103852,M1
ENSG00000121904,grey
ENSG00000247498,grey
ENSG00000163945,grey
ENSG00000175344,grey
ENSG00000108984,grey
ENSG00000133104,M1
ENSG00000100297,grey
ENSG00000127124,grey
ENSG00000138036,M2
ENSG00000114738,grey
ENSG00000119673,M17
ENSG00000169758,M9
ENSG00000153140,grey
ENSG00000168062,M14
ENSG00000186479,grey
ENSG00000135185,grey
ENSG00000248712,grey
ENSG00000250644,M27
ENSG00000088543,grey
ENSG00000261716,grey
ENSG00000230216,grey
ENSG00000168229,grey
ENSG00000179362,grey
ENSG00000007129,grey
ENSG00000158062,M20
ENSG00000259291,grey
ENSG00000074966,M10
ENSG00000161692,M4
ENSG00000164111,grey
ENSG00000277954,grey
ENSG00000145808,grey
ENSG00000234793,M3
ENSG00000280137,M10
ENSG00000232070,grey
ENSG00000267395,M12
ENSG00000177426,M5
ENSG00000183579,M1
ENSG00000155158,grey
ENSG00000183426,M2
ENSG00000170779,M8
ENSG00000226380,grey
ENSG00000145416,grey
ENSG00000132640,M1
ENSG00000256043,M5
ENSG00000162104,M12
ENSG00000162520,M12
ENSG00000166598,M16
ENSG00000223947,grey
ENSG00000170876,grey
ENSG00000224597,M12
ENSG00000254363,grey
ENSG00000131236,M15
ENSG00000204520,M5
ENSG00000272374,M3
ENSG00000273108,M9
ENSG00000206149,M2
ENSG00000224689,grey
ENSG00000197208,grey
ENSG00000147576,grey
ENSG00000166128,grey
ENSG00000230373,grey
ENSG00000092841,M1
ENSG00000161791,grey
ENSG00000095321,M17
ENSG00000064393,grey
ENSG00000092853,M8
ENSG00000268434,M12
ENSG00000274810,grey
ENSG00000129219,grey
ENSG00000114861,grey
ENSG00000100906,grey
ENSG00000075914,M11
ENSG00000088986,grey
ENSG00000248710,M3
ENSG00000198604,grey
ENSG00000185090,M9
ENSG00000180891,grey
ENSG00000049769,grey
ENSG00000196782,grey
ENSG00000131697,grey
ENSG00000177674,grey
ENSG00000116871,grey
ENSG00000176593,M3
ENSG00000129534,grey
ENSG00000213190,grey
ENSG00000167555,M3
ENSG00000276070,grey
ENSG00000180198,M8
ENSG00000261801,grey
ENSG00000145365,M5
ENSG00000165138,grey
ENSG00000081377,M1
ENSG00000101190,M7
ENSG00000258725,M8
ENSG00000125388,M4
ENSG00000162542,M5
ENSG00000109475,M5
ENSG00000258484,M4
ENSG00000109046,grey
ENSG00000135469,grey
ENSG00000100450,grey
ENSG00000133027,grey
ENSG00000176834,grey
ENSG00000116260,grey
ENSG00000070214,grey
ENSG00000278893,M1
ENSG00000114735,M3
ENSG00000100121,grey
ENSG00000189420,grey
ENSG00000273294,M21
ENSG00000144036,M1
ENSG00000124508,grey
ENSG00000182841,M3
ENSG00000226091,grey
ENSG00000256469,M12
ENSG00000227471,grey
ENSG00000248008,M4
ENSG00000238083,M3
ENSG00000108773,M3
ENSG00000130402,grey
ENSG00000279141,grey
ENSG00000011198,grey
ENSG00000064225,grey
ENSG00000273151,M3
ENSG00000104689,grey
ENSG00000035499,M8
ENSG00000180626,M3
ENSG00000274512,M3
ENSG00000143702,grey
ENSG00000051180,M8
ENSG00000196867,M2
ENSG00000255073,M7
ENSG00000138801,grey
ENSG00000160685,grey
ENSG00000204740,grey
ENSG00000186235,M4
ENSG00000270933,M16
ENSG00000181830,M16
ENSG00000162144,grey
ENSG00000228232,grey
ENSG00000235387,M11
ENSG00000132635,M3
ENSG00000112312,grey
ENSG00000152558,M5
ENSG00000166823,grey
ENSG00000144959,grey
ENSG00000101220,grey
ENSG00000178301,grey
ENSG00000164604,grey
ENSG00000280128,M3
ENSG00000151062,M20
ENSG00000090975,grey
ENSG00000015568,M7
ENSG00000138796,M17
ENSG00000235863,M8
ENSG00000188626,grey
ENSG00000254943,M11
ENSG00000164985,M2
ENSG00000166763,M4
ENSG00000143412,grey
ENSG00000077713,grey
ENSG00000170264,M4
ENSG00000166845,M7
ENSG00000272502,grey
ENSG00000105880,grey
ENSG00000212719,grey
ENSG00000181126,grey
ENSG00000242498,M1
ENSG00000124181,M2
ENSG00000164197,M1
ENSG00000108448,grey
ENSG00000119862,grey
ENSG00000070081,M16
ENSG00000228288,M4
ENSG00000144134,M3
ENSG00000281406,grey
ENSG00000198774,M1
ENSG00000273420,M1
ENSG00000204444,M13
ENSG00000186318,M1
ENSG00000080224,M4
ENSG00000272980,M8
ENSG00000171224,M9
ENSG00000233297,grey
ENSG00000155016,grey
ENSG00000232133,grey
ENSG00000188321,M3
ENSG00000274736,grey
ENSG00000213793,M5
ENSG00000197535,grey
ENSG00000204172,grey
ENSG00000134030,M1
ENSG00000169398,M1
ENSG00000186280,M4
ENSG00000181751,grey
ENSG00000197540,M10
ENSG00000260456,M4
ENSG00000109790,grey
ENSG00000197903,grey
ENSG00000186354,grey
ENSG00000038382,M2
ENSG00000283842,M13
ENSG00000198380,M16
ENSG00000196911,M2
ENSG00000196814,grey
ENSG00000139890,M20
ENSG00000160972,grey
ENSG00000197813,M10
ENSG00000214967,M3
ENSG00000083290,M2
ENSG00000142207,M7
ENSG00000044574,M16
ENSG00000255717,M5
ENSG00000260260,M5
ENSG00000177311,M2
ENSG00000142794,grey
ENSG00000115756,grey
ENSG00000283809,grey
ENSG00000179859,grey
ENSG00000267470,M4
ENSG00000056972,M5
ENSG00000196381,M2
ENSG00000179163,grey
ENSG00000250264,M15
ENSG00000160949,M3
ENSG00000168575,M12
ENSG00000182197,grey
ENSG00000166949,M5
ENSG00000270055,grey
ENSG00000225968,grey
ENSG00000251143,M2
ENSG00000283674,grey
ENSG00000136231,M8
ENSG00000267287,grey
ENSG00000163093,M2
ENSG00000084444,grey
ENSG00000145882,grey
ENSG00000170469,M4
ENSG00000232593,M3
ENSG00000160791,M10
ENSG00000259316,M8
ENSG00000095209,M12
ENSG00000174326,M6
ENSG00000160161,M4
ENSG00000136720,grey
ENSG00000197324,M15
ENSG00000196656,M5
ENSG00000165816,M6
ENSG00000172725,grey
ENSG00000131153,M8
ENSG00000171462,grey
ENSG00000168067,grey
ENSG00000172215,M14
ENSG00000162373,M2
ENSG00000179409,M7
ENSG00000101751,M3
ENSG00000137070,grey
ENSG00000066185,M4
ENSG00000260566,grey
ENSG00000235370,grey
ENSG00000267002,M3
ENSG00000170919,M3
ENSG00000131097,M11
ENSG00000049247,grey
ENSG00000091317,grey
ENSG00000262831,M16
ENSG00000205913,M4
ENSG00000272808,grey
ENSG00000012983,M2
ENSG00000228223,grey
ENSG00000134318,M1
ENSG00000166664,grey
ENSG00000249626,M4
ENSG00000133466,M3
ENSG00000205863,grey
ENSG00000140464,grey
ENSG00000178980,M12
ENSG00000151176,grey
ENSG00000174327,M21
ENSG00000179978,M20
ENSG00000188015,grey
ENSG00000169180,M20
ENSG00000136492,M8
ENSG00000149380,grey
ENSG00000233593,grey
ENSG00000234883,grey
ENSG00000240143,M10
ENSG00000196781,grey
ENSG00000280202,M14
ENSG00000175170,M4
ENSG00000006634,M8
ENSG00000163393,grey
ENSG00000197375,grey
ENSG00000100116,grey
ENSG00000160345,M4
ENSG00000251503,M4
ENSG00000177084,M7
ENSG00000090554,grey
ENSG00000187601,M2
ENSG00000095564,M2
ENSG00000147912,grey
ENSG00000104691,grey
ENSG00000110274,M3
ENSG00000068024,M12
ENSG00000085999,M8
ENSG00000111788,grey
ENSG00000156802,M7
ENSG00000180263,grey
ENSG00000166794,M16
ENSG00000205236,grey
ENSG00000259007,grey
ENSG00000273373,M3
ENSG00000169641,grey
ENSG00000112425,M12
ENSG00000142528,grey
ENSG00000115109,grey
ENSG00000160753,M1
ENSG00000143537,M11
ENSG00000138835,grey
ENSG00000258441,grey
ENSG00000175279,M4
ENSG00000197279,grey
ENSG00000109189,grey
ENSG00000237651,M2
ENSG00000198858,grey
ENSG00000106638,M7
ENSG00000270127,grey
ENSG00000239732,grey
ENSG00000100739,grey
ENSG00000013364,M15
ENSG00000155858,grey
ENSG00000176894,grey
ENSG00000167799,grey
ENSG00000025772,grey
ENSG00000231749,grey
ENSG00000165028,M12
ENSG00000256633,M11
ENSG00000259030,grey
ENSG00000185621,M4
ENSG00000122188,M14
ENSG00000171843,grey
ENSG00000134070,grey
ENSG00000231609,grey
ENSG00000157653,M4
ENSG00000224721,grey
ENSG00000099331,grey
ENSG00000140105,grey
ENSG00000135124,M16
ENSG00000196405,grey
ENSG00000265763,grey
ENSG00000167523,M4
ENSG00000138593,M2
ENSG00000179071,M4
ENSG00000143156,grey
ENSG00000099364,M3
ENSG00000156381,grey
ENSG00000142530,M4
ENSG00000248871,grey
ENSG00000125409,M4
ENSG00000261172,M20
ENSG00000186073,grey
ENSG00000257084,M6
ENSG00000197930,grey
ENSG00000111450,grey
ENSG00000234648,M5
ENSG00000228412,grey
ENSG00000133313,grey
ENSG00000164220,grey
ENSG00000154608,M7
ENSG00000135473,M3
ENSG00000147437,grey
ENSG00000131899,grey
ENSG00000154429,grey
ENSG00000204116,M2
ENSG00000160325,grey
ENSG00000136404,grey
ENSG00000005469,grey
ENSG00000186111,grey
ENSG00000183793,M3
ENSG00000279833,grey
ENSG00000096968,grey
ENSG00000164048,grey
ENSG00000280279,M20
ENSG00000163346,grey
ENSG00000125166,M17
ENSG00000138642,grey
ENSG00000153048,grey
ENSG00000172554,grey
ENSG00000159247,grey
ENSG00000115541,grey
ENSG00000228252,grey
ENSG00000232295,grey
ENSG00000123473,M8
ENSG00000101577,grey
ENSG00000138182,M8
ENSG00000172476,grey
ENSG00000144648,grey
ENSG00000165695,M4
ENSG00000269028,M26
ENSG00000165973,M9
ENSG00000235217,M2
ENSG00000255438,grey
ENSG00000166947,grey
ENSG00000236876,M15
ENSG00000148832,grey
ENSG00000177853,M3
ENSG00000118707,grey
ENSG00000117298,grey
ENSG00000157379,grey
ENSG00000070985,grey
ENSG00000259075,M14
ENSG00000250535,grey
ENSG00000188004,grey
ENSG00000237975,grey
ENSG00000007171,grey
ENSG00000120280,M10
ENSG00000112419,grey
ENSG00000267801,grey
ENSG00000228981,M5
ENSG00000126895,M11
ENSG00000183780,M9
ENSG00000154447,grey
ENSG00000246022,grey
ENSG00000139793,M1
ENSG00000121621,M8
ENSG00000232573,M5
ENSG00000108219,M15
ENSG00000197894,M1
ENSG00000184451,M2
ENSG00000103995,M7
ENSG00000224287,M4
ENSG00000225071,M5
ENSG00000272720,grey
ENSG00000185624,M16
ENSG00000140939,grey
ENSG00000102904,M4
ENSG00000257038,M1
ENSG00000068079,grey
ENSG00000175182,M2
ENSG00000204706,grey
ENSG00000054277,grey
ENSG00000173406,grey
ENSG00000145014,M11
ENSG00000253525,M13
ENSG00000164342,grey
ENSG00000197043,grey
ENSG00000160050,grey
ENSG00000175395,grey
ENSG00000139351,grey
ENSG00000258588,grey
ENSG00000181754,grey
ENSG00000233110,grey
ENSG00000091073,grey
ENSG00000220201,M4
ENSG00000160209,grey
ENSG00000178685,M3
ENSG00000197694,M2
ENSG00000174946,M10
ENSG00000270605,grey
ENSG00000271079,grey
ENSG00000085063,grey
ENSG00000100612,grey
ENSG00000004139,grey
ENSG00000176928,grey
ENSG00000146350,M4
ENSG00000162650,M4
ENSG00000042286,grey
ENSG00000065154,grey
ENSG00000177453,M19
ENSG00000180336,M4
ENSG00000173258,M2
ENSG00000274211,grey
ENSG00000151287,M4
ENSG00000255182,grey
ENSG00000014641,M17
ENSG00000110921,grey
ENSG00000165046,grey
ENSG00000079462,grey
ENSG00000272949,grey
ENSG00000166130,grey
ENSG00000145020,M3
ENSG00000173905,grey
ENSG00000005486,grey
ENSG00000163584,M5
ENSG00000145242,grey
ENSG00000148737,grey
ENSG00000034152,grey
ENSG00000100711,M1
ENSG00000163162,grey
ENSG00000145050,M16
ENSG00000130779,M12
ENSG00000108518,M15
ENSG00000176222,M3
ENSG00000149289,M2
ENSG00000206535,M4
ENSG00000147202,grey
ENSG00000232653,grey
ENSG00000175048,grey
ENSG00000145349,M12
ENSG00000129473,M1
ENSG00000181467,grey
ENSG00000177459,M23
ENSG00000102174,grey
ENSG00000123643,grey
ENSG00000111012,M16
ENSG00000134590,M1
ENSG00000226742,M6
ENSG00000267506,grey
ENSG00000261324,grey
ENSG00000121104,grey
ENSG00000173511,M1
ENSG00000259052,grey
ENSG00000236155,grey
ENSG00000268297,grey
ENSG00000182109,M3
ENSG00000145283,grey
ENSG00000104221,M1
ENSG00000137502,M2
ENSG00000262528,grey
ENSG00000108469,M3
ENSG00000266101,M18
ENSG00000204179,grey
ENSG00000166881,M2
ENSG00000101974,grey
ENSG00000240891,grey
ENSG00000133460,grey
ENSG00000115841,grey
ENSG00000101160,grey
ENSG00000138074,grey
ENSG00000279809,M4
ENSG00000130812,grey
ENSG00000165644,M6
ENSG00000101349,M9
ENSG00000124074,M4
ENSG00000169918,grey
ENSG00000168906,grey
ENSG00000130962,M1
ENSG00000265263,M1
ENSG00000132196,grey
ENSG00000010322,M3
ENSG00000145075,M2
ENSG00000233237,grey
ENSG00000101986,grey
ENSG00000204856,M7
ENSG00000198055,grey
ENSG00000268069,grey
ENSG00000119661,M2
ENSG00000172250,M3
ENSG00000164109,M8
ENSG00000083814,grey
ENSG00000181291,grey
ENSG00000110395,grey
ENSG00000174652,grey
ENSG00000148411,M12
ENSG00000089159,M11
ENSG00000157600,grey
ENSG00000072042,grey
ENSG00000269837,grey
ENSG00000270132,grey
ENSG00000057935,M2
ENSG00000143753,grey
ENSG00000183918,M10
ENSG00000124313,grey
ENSG00000118507,grey
ENSG00000213186,M8
ENSG00000203326,M3
ENSG00000146232,grey
ENSG00000177666,M25
ENSG00000232855,grey
ENSG00000251432,M3
ENSG00000181513,grey
ENSG00000131238,grey
ENSG00000232956,M5
ENSG00000095066,grey
ENSG00000283684,grey
ENSG00000174738,M2
ENSG00000122126,grey
ENSG00000255301,grey
ENSG00000160606,M6
ENSG00000230212,grey
ENSG00000144451,M4
ENSG00000213413,grey
ENSG00000224743,grey
ENSG00000198369,M1
ENSG00000163660,M5
ENSG00000160654,M10
ENSG00000205090,M2
ENSG00000183828,grey
ENSG00000171492,grey
ENSG00000182986,M2
ENSG00000181284,M8
ENSG00000165188,grey
ENSG00000154589,grey
ENSG00000114346,M8
ENSG00000160691,grey
ENSG00000182397,M4
ENSG00000255185,grey
ENSG00000255201,M1
ENSG00000267344,grey
ENSG00000184206,grey
ENSG00000121060,grey
ENSG00000176399,grey
ENSG00000106012,M4
ENSG00000139508,grey
ENSG00000146250,grey
ENSG00000211829,M10
ENSG00000144647,M1
ENSG00000143257,M13
ENSG00000269893,M5
ENSG00000089091,M4
ENSG00000005022,grey
ENSG00000177374,grey
ENSG00000186684,grey
ENSG00000213906,grey
ENSG00000278662,grey
ENSG00000080546,grey
ENSG00000182873,grey
ENSG00000067992,grey
ENSG00000075240,grey
ENSG00000102984,M4
ENSG00000268364,grey
ENSG00000044459,grey
ENSG00000074935,M2
ENSG00000139537,M4
ENSG00000182132,M19
ENSG00000175662,grey
ENSG00000253522,M14
ENSG00000178252,M3
ENSG00000189136,grey
ENSG00000162704,M15
ENSG00000127415,M3
ENSG00000148429,grey
ENSG00000198156,M4
ENSG00000261655,M1
ENSG00000180902,M3
ENSG00000254788,M20
ENSG00000246430,grey
ENSG00000146281,M5
ENSG00000212864,grey
ENSG00000180834,grey
ENSG00000279086,grey
ENSG00000144560,M1
ENSG00000185272,grey
ENSG00000187514,M5
ENSG00000108557,grey
ENSG00000133678,grey
ENSG00000148204,grey
ENSG00000251349,grey
ENSG00000105146,M4
ENSG00000255750,M12
ENSG00000249855,M5
ENSG00000175602,grey
ENSG00000010295,grey
ENSG00000189190,grey
ENSG00000115598,M6
ENSG00000198816,M1
ENSG00000215769,grey
ENSG00000225697,grey
ENSG00000284368,grey
ENSG00000231064,grey
ENSG00000158716,grey
ENSG00000166436,M3
ENSG00000189134,M4
ENSG00000101310,M16
ENSG00000161180,M4
ENSG00000082641,M12
ENSG00000120458,M3
ENSG00000197965,grey
ENSG00000257093,grey
ENSG00000146729,grey
ENSG00000266997,M17
ENSG00000260912,grey
ENSG00000204267,M15
ENSG00000160113,grey
ENSG00000136810,grey
ENSG00000261739,grey
ENSG00000172318,grey
ENSG00000260249,grey
ENSG00000198673,grey
ENSG00000198003,M4
ENSG00000181191,M2
ENSG00000167771,grey
ENSG00000162976,M5
ENSG00000172789,M24
ENSG00000276805,M4
ENSG00000144843,M11
ENSG00000135677,M27
ENSG00000278540,grey
ENSG00000126091,grey
ENSG00000280670,grey
ENSG00000176155,M3
ENSG00000119185,M1
ENSG00000160336,grey
ENSG00000099875,grey
ENSG00000026036,M3
ENSG00000102053,M2
ENSG00000188883,grey
ENSG00000184305,grey
ENSG00000198752,M1
ENSG00000169239,grey
ENSG00000151229,M1
ENSG00000177182,grey
ENSG00000226221,M5
ENSG00000075420,grey
ENSG00000274712,grey
ENSG00000254726,grey
ENSG00000080345,M12
ENSG00000234616,grey
ENSG00000148826,M12
ENSG00000173338,grey
ENSG00000152256,grey
ENSG00000005882,grey
ENSG00000155366,M1
ENSG00000187860,M4
ENSG00000148484,grey
ENSG00000123374,M5
ENSG00000174137,M4
ENSG00000109667,grey
ENSG00000138376,grey
ENSG00000231584,grey
ENSG00000256594,grey
ENSG00000113209,M2
ENSG00000163683,grey
ENSG00000233271,grey
ENSG00000171365,grey
ENSG00000284194,grey
ENSG00000269834,M3
ENSG00000108465,M3
ENSG00000100068,M3
ENSG00000254615,M2
ENSG00000111554,grey
ENSG00000255468,grey
ENSG00000160055,M4
ENSG00000257354,grey
ENSG00000157077,M12
ENSG00000142959,grey
ENSG00000271601,grey
ENSG00000135587,grey
ENSG00000205861,grey
ENSG00000114857,M2
ENSG00000188681,grey
ENSG00000085465,grey
ENSG00000154822,grey
ENSG00000010030,grey
ENSG00000151748,M2
ENSG00000272501,grey
ENSG00000100316,M5
ENSG00000233024,M2
ENSG00000216937,M4
ENSG00000178467,grey
ENSG00000139132,grey
ENSG00000103253,grey
ENSG00000272341,grey
ENSG00000140848,grey
ENSG00000197536,M15
ENSG00000232859,grey
ENSG00000183397,M4
ENSG00000256546,M5
ENSG00000138326,M5
ENSG00000137343,M3
ENSG00000136802,M1
ENSG00000267396,grey
ENSG00000198715,M5
ENSG00000165895,M11
ENSG00000151338,grey
ENSG00000128000,M3
ENSG00000197601,grey
ENSG00000248751,grey
ENSG00000117984,M27
ENSG00000255197,M10
ENSG00000239672,M7
ENSG00000275713,grey
ENSG00000214389,M5
ENSG00000165914,grey
ENSG00000166333,M1
ENSG00000196497,M7
ENSG00000223768,M2
ENSG00000143545,M1
ENSG00000159363,grey
ENSG00000255031,grey
ENSG00000230454,grey
ENSG00000118922,grey
ENSG00000177410,M5
ENSG00000163818,M4
ENSG00000188305,M10
ENSG00000101849,grey
ENSG00000176681,M3
ENSG00000168005,M4
ENSG00000157224,grey
ENSG00000120324,M1
ENSG00000258659,grey
ENSG00000101474,grey
ENSG00000125772,grey
ENSG00000087842,grey
ENSG00000137101,grey
ENSG00000188026,grey
ENSG00000162694,grey
ENSG00000224945,grey
ENSG00000198945,grey
ENSG00000116514,M8
ENSG00000281026,M3
ENSG00000280077,M3
ENSG00000058091,grey
ENSG00000158717,grey
ENSG00000100360,M3
ENSG00000238133,M12
ENSG00000137166,grey
ENSG00000237172,grey
ENSG00000266076,grey
ENSG00000214338,M9
ENSG00000137575,M27
ENSG00000103061,grey
ENSG00000168916,grey
ENSG00000218018,grey
ENSG00000272620,grey
ENSG00000132517,grey
ENSG00000168496,M8
ENSG00000135622,M2
ENSG00000137494,M4
ENSG00000169026,grey
ENSG00000243927,grey
ENSG00000105173,M8
ENSG00000105750,M3
ENSG00000134815,M20
ENSG00000081026,grey
ENSG00000032742,M4
ENSG00000160953,M3
ENSG00000188389,M10
ENSG00000186918,M5
ENSG00000162924,grey
ENSG00000160439,M6
ENSG00000255108,M25
ENSG00000215910,grey
ENSG00000144381,grey
ENSG00000160446,grey
ENSG00000274627,grey
ENSG00000151474,grey
ENSG00000134996,grey
ENSG00000255104,M4
ENSG00000218418,M1
ENSG00000118193,M8
ENSG00000159733,grey
ENSG00000223855,grey
ENSG00000225422,grey
ENSG00000089060,grey
ENSG00000123179,M5
ENSG00000261759,M1
ENSG00000175970,grey
ENSG00000080298,grey
ENSG00000105366,M14
ENSG00000198106,grey
ENSG00000123159,grey
ENSG00000259820,grey
ENSG00000281348,M2
ENSG00000134291,grey
ENSG00000147324,grey
ENSG00000246339,M4
ENSG00000151006,grey
ENSG00000280099,grey
ENSG00000227008,M5
ENSG00000140057,grey
ENSG00000212994,M5
ENSG00000117385,grey
ENSG00000167850,M10
ENSG00000183506,M3
ENSG00000172115,M17
ENSG00000179832,M3
ENSG00000197608,M2
ENSG00000166997,grey
ENSG00000175414,M2
ENSG00000152127,grey
ENSG00000242612,grey
ENSG00000175894,grey
ENSG00000126524,M12
ENSG00000118690,M4
ENSG00000186453,M4
ENSG00000246922,M3
ENSG00000100934,M1
ENSG00000131791,M12
ENSG00000254042,M1
ENSG00000106771,M1
ENSG00000102468,grey
ENSG00000108848,M3
ENSG00000142686,grey
ENSG00000249590,grey
ENSG00000132003,M5
ENSG00000178397,grey
ENSG00000144589,M3
ENSG00000238273,grey
ENSG00000135722,grey
ENSG00000226084,M5
ENSG00000152467,M4
ENSG00000234797,M5
ENSG00000067369,M3
ENSG00000151239,M16
ENSG00000141013,grey
ENSG00000261534,grey
ENSG00000204217,M1
ENSG00000272419,grey
ENSG00000166484,grey
ENSG00000163328,grey
ENSG00000189431,grey
ENSG00000141665,M4
ENSG00000143473,M9
ENSG00000105738,M6
ENSG00000116984,M2
ENSG00000165732,M7
ENSG00000089505,grey
ENSG00000234354,M5
ENSG00000205189,grey
ENSG00000231840,grey
ENSG00000226268,grey
ENSG00000100399,M19
ENSG00000126870,M7
ENSG00000284378,M5
ENSG00000213424,M9
ENSG00000013375,M16
ENSG00000163704,M9
ENSG00000100304,grey
ENSG00000100852,M2
ENSG00000259933,M2
ENSG00000139112,grey
ENSG00000131584,grey
ENSG00000198169,M3
ENSG00000281852,grey
ENSG00000154122,grey
ENSG00000264522,M12
ENSG00000155099,grey
ENSG00000174282,M1
ENSG00000187961,M3
ENSG00000077454,M20
ENSG00000282164,M9
ENSG00000270231,grey
ENSG00000110888,M3
ENSG00000171931,M4
ENSG00000100344,M17
ENSG00000186951,grey
ENSG00000266820,grey
ENSG00000258301,grey
ENSG00000204371,M2
ENSG00000204852,M3
ENSG00000169826,grey
ENSG00000153317,grey
ENSG00000267368,grey
ENSG00000230590,M2
ENSG00000118263,grey
ENSG00000091844,grey
ENSG00000088305,grey
ENSG00000257524,grey
ENSG00000110583,grey
ENSG00000235169,grey
ENSG00000177602,M8
ENSG00000259969,grey
ENSG00000168781,grey
ENSG00000171703,M2
ENSG00000197744,M5
ENSG00000102302,M1
ENSG00000151332,grey
ENSG00000184988,grey
ENSG00000172733,grey
ENSG00000130304,M2
ENSG00000214174,M4
ENSG00000149269,M8
ENSG00000174442,M8
ENSG00000277737,M25
ENSG00000228502,M5
ENSG00000027697,grey
ENSG00000100523,M7
ENSG00000179627,M6
ENSG00000101079,grey
ENSG00000179918,M13
ENSG00000270547,grey
ENSG00000145860,grey
ENSG00000155189,grey
ENSG00000214182,M5
ENSG00000137504,M2
ENSG00000165886,grey
ENSG00000198517,M1
ENSG00000135299,M2
ENSG00000197892,grey
ENSG00000179051,grey
ENSG00000163539,grey
ENSG00000125319,M8
ENSG00000180998,grey
ENSG00000233966,M8
ENSG00000140044,M15
ENSG00000249319,M13
ENSG00000101460,grey
ENSG00000102221,grey
ENSG00000230461,M13
ENSG00000137404,M15
ENSG00000197301,M5
ENSG00000259658,M7
ENSG00000137161,grey
ENSG00000125691,M5
ENSG00000144199,grey
ENSG00000066583,grey
ENSG00000101109,M15
ENSG00000135414,M2
ENSG00000102699,M15
ENSG00000137288,grey
ENSG00000068724,M8
ENSG00000166263,grey
ENSG00000071054,grey
ENSG00000138175,M2
